English (en),Dutch (nl),English (en),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust,nuttig,aantal woorden,gelijk,nieuw,dutch new
afternoon,middag,afternoon,0,0,0,0,0,0,0,0,0,0,nee,1,,,middag
aftertaste,nasmaak,aftertaste,0,1,0,0,0,0,0,0,0,0,ja,1,,,nasmaak
afterthought,nadere overweging,afterthought,0,0,0,0,0,0,0,0,0,0,nee,2,,,nadere overweging
agate,agaat,agate,0,0,0,0,0,0,0,0,0,0,nee,1,,,agaat
age,leeftijd,age,0,0,0,0,0,0,0,0,0,0,nee,1,,,leeftijd
aged,oud,aged,0,0,0,0,0,0,0,0,0,0,nee,1,,,oud
agency,agentschap,agency,0,0,0,0,0,0,0,0,0,0,nee,1,,,agentschap
agent,agent,agent,0,0,0,0,0,0,0,0,0,0,nee,1,,,agent
agglomeration,opeenhoping,agglomeration,0,0,0,0,0,0,0,0,0,0,nee,1,,,opeenhoping
aggravated,verergerd,aggravated,0,1,1,0,0,0,0,0,0,0,ja,1,,,verergerd
aggravating,verzwarend,aggravating,0,1,1,0,0,0,0,1,0,0,ja,1,,,verzwarend
aggravation,verergering,aggravation,0,1,1,0,1,0,0,0,0,0,ja,1,,,verergering
aggregate,aggregaat,aggregate,0,0,0,0,0,0,0,0,0,0,nee,1,,,aggregaat
aggregation,aggregatie,aggregation,0,0,0,0,0,0,0,0,0,0,nee,1,,,aggregatie
aggression,agressie,aggression,0,1,1,0,0,1,0,0,0,0,ja,1,,,agressie
aggressive,agressief,aggressive,0,1,1,0,0,1,0,0,0,0,ja,1,,,agressief
aggressor,agressor,aggressor,0,1,1,0,0,1,0,0,0,0,ja,1,,,agressor
aghast,ontzet,aghast,0,1,0,0,1,1,0,0,1,0,ja,1,,,ontzet
agile,behendig,agile,1,0,0,0,0,0,0,0,0,0,ja,1,,,behendig
agility,behendigheid,agility,1,0,0,0,0,0,0,0,0,0,ja,1,,,behendigheid
agitated,opgewonden,agitated,0,1,1,0,0,0,0,0,0,0,ja,1,,,opgewonden
agitation,agitatie,agitation,0,1,1,0,0,0,0,0,0,0,ja,1,,,agitatie
agnostic,agnostisch,agnostic,0,0,0,0,0,0,0,0,0,0,nee,1,,,agnostisch
ago,geleden,ago,0,0,0,0,0,0,0,0,0,0,nee,1,,,geleden
agonizing,pijnlijke,agonizing,0,1,0,0,0,1,0,0,0,0,ja,1,,,pijnlijke
agony,doodsangst,agony,0,1,1,0,0,1,0,1,0,0,ja,1,,,doodsangst
agree,mee eens,agree,1,0,0,0,0,0,0,0,0,0,ja,2,,,mee eens
agreeable,aangenaam,agreeable,1,0,0,0,0,0,0,0,0,1,ja,1,,,aangenaam
agreed,Akkoord,agreed,1,0,0,0,0,0,0,0,0,1,ja,1,,,akkord
agreeing,akkoord,agreeing,1,0,0,0,0,0,0,0,0,1,ja,1,,,akkoord
agreement,overeenkomst,agreement,1,0,0,0,0,0,0,0,0,1,ja,1,,,overeenkomst
agricultural,agrarisch,agricultural,0,0,0,0,0,0,0,0,0,0,nee,1,,,agrarisch
agriculture,landbouw,agriculture,1,0,0,0,0,0,0,0,0,0,ja,1,,,landbouw
aground,aan de grond,aground,0,1,0,0,0,0,0,0,0,0,ja,3,,,aan de grond
agua,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
ahead,verder,ahead,1,0,0,0,0,0,0,0,0,0,ja,1,,,verder
aid,steun,aid,1,0,0,0,0,0,0,0,0,0,ja,1,,,steun
aiding,helpen,aiding,1,0,0,0,0,0,0,0,0,0,ja,1,,,helpen
ail,ail,ail,0,1,0,0,0,0,0,1,0,0,ja,1,,,ail
ailing,ziekelijk,ailing,0,1,0,0,0,1,0,1,0,0,ja,1,,,ziekelijk
ailment,kwaal,ailment,0,0,0,0,0,0,0,0,0,0,nee,1,,,kwaal
aim,doel,aim,0,0,0,0,0,0,0,0,0,0,nee,1,,,doel
aimless,doelloos,aimless,0,1,0,0,0,0,0,0,0,0,ja,1,,,doelloos
air,lucht,air,0,0,0,0,0,0,0,0,0,0,nee,1,,,lucht
airbag,airbag,airbag,0,0,0,0,0,0,0,0,0,0,nee,1,,,airbag
airlift,luchtbrug,airlift,0,0,0,0,0,0,0,0,0,0,nee,1,,,luchtbrug
airline,vliegmaatschappij,airline,0,0,0,0,0,0,0,0,0,0,nee,1,,,vliegmaatschappij
airman,vlieger,airman,0,0,0,0,0,0,0,0,0,0,nee,1,,,vlieger
airplane,vliegtuig,airplane,0,0,0,0,0,0,0,0,0,0,nee,1,,,vliegtuig
airport,luchthaven,airport,0,0,0,1,0,0,0,0,0,0,ja,1,,,luchthaven
airs,airs,airs,0,1,0,0,1,0,0,0,0,0,ja,1,,,airs
airship,luchtschip,airship,0,0,0,0,0,0,0,0,0,0,nee,1,,,luchtschip
aisle,gangpad,aisle,0,0,0,0,0,0,0,0,0,0,nee,1,,,gangpad
ait,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
ajar,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
akin,verwant,akin,0,0,0,0,0,0,0,0,0,1,ja,1,,,verwant
alabaster,albast,alabaster,1,0,0,0,0,0,0,0,0,0,ja,1,,,albast
alarm,alarm,alarm,0,1,0,0,0,1,0,0,1,0,ja,1,,,alarm
alarming,zorgwekkend,alarming,0,1,0,0,0,1,0,0,1,0,ja,1,,,zorgwekkend
album,album,album,0,0,0,0,0,0,0,0,0,0,nee,1,,,album
alchemy,alchimie,alchemy,0,0,0,0,0,0,0,0,0,0,nee,1,,,alchimie
alcohol,alcohol,alcohol,0,0,0,0,0,0,0,0,0,0,nee,1,,,alcohol
alcoholism,alcoholisme,alcoholism,0,1,1,0,1,1,0,1,0,0,ja,1,,,alcoholisme
alcove,prieel,alcove,0,0,0,0,0,0,0,0,0,0,nee,1,,,prieel
alert,alarm,alert,0,0,0,0,0,0,0,0,0,0,nee,1,,,alarm
alertness,waakzaamheid,alertness,1,0,0,1,0,1,0,0,1,0,ja,1,,,waakzaamheid
alerts,waarschuwingen,alerts,0,0,0,1,0,1,0,0,1,0,ja,1,,,waarschuwingen
alfalfa,luzerne,alfalfa,0,0,0,0,0,0,0,0,0,0,nee,1,,,luzerne
algebra,algebra,algebra,0,0,0,0,0,0,0,0,0,0,nee,1,,,algebra
algebraic,algebraïsch,algebraic,0,0,0,0,0,0,0,0,0,0,nee,1,,,algebraïsch
algorithm,algoritme,algorithm,0,0,0,0,0,0,0,0,0,0,nee,1,,,algoritme
alibi,alibi,alibi,0,0,0,0,0,0,0,0,0,0,nee,1,,,alibi
alien,vreemdeling,alien,0,1,0,0,1,1,0,0,0,0,ja,1,,,vreemdeling
alienate,vervreemden,alienate,0,1,1,0,1,0,0,0,0,0,ja,1,,,vervreemden
alienated,vervreemd,alienated,0,1,0,0,0,0,0,1,0,0,ja,1,,,vervreemd
alienation,vervreemding,alienation,0,1,1,0,1,1,0,1,0,0,ja,1,,,vervreemding
alight,uitstappen,alight,0,0,0,0,0,0,0,0,0,0,nee,1,,,uitstappen
aligned,uitgelijnd,aligned,0,0,0,0,0,0,0,0,0,0,nee,1,,,uitgelijnd
alignment,opstelling,alignment,0,0,0,0,0,0,0,0,0,0,nee,1,,,opstelling
alike,gelijk,alike,0,0,0,0,0,0,0,0,0,0,nee,1,,,gelijk
alimentation,NO TRANSLATION,NO TRANSLATION,1,0,0,0,0,0,0,0,0,0,ja,2,ongelijk,voeding,voeding
alimony,alimentatie,alimony,0,1,0,0,0,0,0,0,0,0,ja,1,,,alimentatie
aliquot,evenmatig,aliquot,0,0,0,0,0,0,0,0,0,0,nee,1,,,evenmatig
alive,levend,alive,1,0,0,1,0,0,1,0,0,1,ja,1,,,levend
alkali,alkali,alkali,0,0,0,0,0,0,0,0,0,0,nee,1,,,alkali
alkaloids,alkaloïden,alkaloids,0,0,0,0,0,0,0,0,0,0,nee,1,,,alkaloïden
allay,verminderen,allay,1,0,0,0,0,0,0,0,0,0,ja,1,,,verminderen
allegation,bewering,allegation,0,1,1,0,0,0,0,0,0,0,ja,1,,,bewering
allege,beweren,allege,0,1,0,0,0,0,0,0,0,0,ja,1,,,beweren
alleged,beweerde,alleged,0,0,0,0,0,0,0,0,0,0,nee,1,,,beweerde
allegiance,trouw,allegiance,1,0,0,0,0,0,0,0,0,1,ja,1,,,trouw
allegorical,allegorisch,allegorical,0,0,0,0,0,0,0,0,0,0,nee,1,,,allegorisch
allegory,allegorie,allegory,0,0,0,0,0,0,0,0,0,0,nee,1,,,allegorie
allegro,allegro,allegro,1,0,0,0,0,0,0,0,0,0,ja,1,,,allegro
alleviate,verlichten,alleviate,1,0,0,0,0,0,0,0,0,0,ja,1,,,verlichten
alleviation,verlichting,alleviation,1,0,0,0,0,0,0,0,0,0,ja,1,,,verlichting
alley,steeg,alley,0,0,0,0,0,0,0,0,0,0,nee,1,,,steeg
alliance,bondgenootschap,alliance,0,0,0,0,0,0,0,0,0,1,ja,1,,,bondgenootschap
allied,geallieerd,allied,1,0,0,0,0,0,0,0,0,1,ja,1,,,geallieerd
alligator,alligator,alligator,0,0,0,0,0,0,0,0,0,0,nee,1,,,alligator
allocate,toewijzen,allocate,0,0,0,0,0,0,0,0,0,0,nee,1,,,toewijzen
allocation,toewijzing,allocation,0,0,0,0,0,0,0,0,0,0,nee,1,,,toewijzing
allot,verloten,allot,0,0,0,0,0,0,0,0,0,0,nee,1,,,verloten
allotment,toewijzing,allotment,0,0,0,0,0,0,0,0,0,0,nee,1,,,toewijzing
allowable,toelaatbaar,allowable,1,0,0,0,0,0,0,0,0,0,ja,1,,,toelaatbaar
allowance,toelage,allowance,0,0,0,0,0,0,0,0,0,0,nee,1,,,toelage
allowed,toegestaan,allowed,0,0,0,0,0,0,0,0,0,0,nee,1,,,toegestaan
alloy,legering,alloy,0,0,0,0,0,0,0,0,0,0,nee,1,,,legering
allure,verleiden,allure,1,0,0,1,0,0,1,0,1,0,ja,1,,,verleiden
alluring,verleidelijk,alluring,1,0,0,0,0,0,0,0,0,0,ja,1,,,verleidelijk
allusion,zinspeling,allusion,0,0,0,0,0,0,0,0,0,0,nee,1,,,zinspeling
alluvial,alluviaal,alluvial,0,0,0,0,0,0,0,0,0,0,nee,1,,,alluviaal
ally,bondgenoot,ally,1,0,0,0,0,0,0,0,0,1,ja,1,,,bondgenoot
almanac,almanak,almanac,0,0,0,0,0,0,0,0,0,0,nee,1,,,almanak
almighty,almachtig,almighty,1,0,0,0,0,0,0,0,0,0,ja,1,,,almachtig
aloft,omhoog,aloft,0,0,0,0,0,0,0,0,0,0,nee,1,,,omhoog
aloha,aloha,aloha,1,0,0,1,0,0,1,0,0,0,ja,1,,,aloha
alongside,naast,alongside,0,0,0,0,0,0,0,0,0,0,nee,1,,,naast
aloof,afzijdig,aloof,0,1,0,0,0,0,0,0,0,0,ja,1,,,afzijdig
aloud,hardop,aloud,0,0,0,0,0,0,0,0,0,0,nee,1,,,hardop
alphabet,alfabet,alphabet,0,0,0,0,0,0,0,0,0,0,nee,1,,,alfabet
alphabetical,alfabetisch,alphabetical,0,0,0,0,0,0,0,0,0,0,nee,1,,,alfabetisch
altar,altaar,altar,0,0,0,0,0,0,0,0,0,0,nee,1,,,altaar
alter,wijzigen,alter,0,0,0,0,0,0,0,0,0,0,nee,1,,,wijzigen
alteration,wijziging,alteration,0,0,0,0,0,0,0,0,0,0,nee,1,,,wijziging
altercation,woordenwisseling,altercation,0,1,1,0,0,0,0,0,0,0,ja,1,,,woordenwisseling
altered,gewijzigd,altered,0,0,0,0,0,0,0,0,0,0,nee,1,,,gewijzigd
alternate,afwisselend,alternate,0,0,0,0,0,0,0,0,0,0,nee,1,,,afwisselend
alternative,alternatief,alternative,0,0,0,0,0,0,0,0,0,0,nee,1,,,alternatief
altitude,hoogte,altitude,0,0,0,0,0,0,0,0,0,0,nee,1,,,hoogte
alto,alt,alto,0,0,0,0,0,0,0,0,0,0,nee,1,,,alt
altogether,allemaal samen,altogether,0,0,0,0,0,0,0,0,0,0,nee,2,,,allemaal samen
alumnus,oud-leerling,alumnus,0,0,0,0,0,0,0,0,0,0,nee,1,,,oud-leerling
alveolar,alveolaar,alveolar,0,0,0,0,0,0,0,0,0,0,nee,1,,,alveolaar
amalgam,amalgaam,amalgam,0,0,0,0,0,0,0,0,0,0,nee,1,,,amalgaam
amalgamation,vermenging,amalgamation,0,0,0,0,0,0,0,0,0,0,nee,1,,,vermenging
amass,stapelen,amass,0,0,0,0,0,0,0,0,0,0,nee,1,,,stapelen
amateur,amateur,amateur,0,0,0,0,0,0,0,0,0,0,nee,1,,,amateur
amaze,verbazen,amaze,0,0,0,0,0,0,0,0,1,0,ja,1,,,verbazen
amazement,verbazing,amazement,0,0,0,0,0,0,0,0,0,0,nee,1,,,verbazing
amazingly,verbazend,amazingly,1,0,0,0,0,0,1,0,1,0,ja,1,,,verbazend
ambassador,ambassadeur,ambassador,1,0,0,0,0,0,0,0,0,1,ja,1,,,ambassadeur
amber,amber,amber,0,0,0,0,0,0,0,0,0,0,nee,1,,,amber
ambient,omringend,ambient,0,0,0,0,0,0,0,0,0,0,nee,1,,,omringend
ambiguity,dubbelzinnigheid,ambiguity,0,0,0,0,0,0,0,0,0,0,nee,1,,,dubbelzinnigheid
ambiguous,dubbelzinnig,ambiguous,0,1,0,0,0,0,0,0,0,0,ja,1,,,dubbelzinnig
ambit,omvang,ambit,0,0,0,0,0,0,0,0,0,0,nee,1,,,omvang
ambition,ambitie,ambition,1,0,0,1,0,0,1,0,0,1,ja,1,,,ambitie
ambitious,ambitieus,ambitious,0,0,0,0,0,0,0,0,0,0,nee,1,,,ambitieus
ambulance,ambulance,ambulance,0,0,0,0,0,1,0,0,0,1,ja,1,,,ambulance
ambush,hinderlaag,ambush,0,1,1,0,0,1,0,0,1,0,ja,1,,,hinderlaag
ameliorate,verbeteren,ameliorate,1,0,0,0,0,0,0,0,0,0,ja,1,,,verbeteren
amen,amen,amen,1,0,0,0,0,0,1,0,0,1,ja,1,,,amen
amenable,vatbaar,amenable,1,0,0,0,0,0,0,0,0,0,ja,1,,,vatbaar
amend,wijzigen,amend,1,0,0,0,0,0,0,0,0,0,ja,1,,,wijzigen
amendment,amendement,amendment,0,0,0,0,0,0,0,0,0,0,nee,1,,,amendement
amends,compensatie,amends,1,0,0,0,0,0,0,0,0,0,ja,1,,,compensatie
amenity,faciliteiten,amenity,1,0,0,0,0,0,0,0,0,0,ja,1,,,faciliteiten
amethyst,amethist,amethyst,0,0,0,0,0,0,0,0,0,0,nee,1,,,amethist
amiable,beminnelijk,amiable,1,0,0,0,0,0,0,0,0,0,ja,1,,,beminnelijk
amicable,minnelijk,amicable,1,0,0,0,0,0,1,0,0,0,ja,1,,,minnelijk
amid,midden,amid,0,0,0,0,0,0,0,0,0,0,nee,1,,,midden
amidst,midden,amidst,0,0,0,0,0,0,0,0,0,0,nee,1,,,midden
ammonia,ammonia,ammonia,0,0,0,0,1,0,0,0,0,0,ja,1,,,ammonia
ammunition,munitie,ammunition,0,0,0,0,0,0,0,0,0,0,nee,1,,,munitie
amnesia,geheugenverlies,amnesia,0,1,0,0,0,0,0,0,0,0,ja,1,,,geheugenverlies
amnesty,amnestie,amnesty,1,0,0,0,0,0,1,0,0,0,ja,1,,,amnestie
amorphous,amorfe,amorphous,0,0,0,0,0,0,0,0,0,0,nee,1,,,amorfe
amortization,afschrijvingen,amortization,0,0,0,0,0,0,0,0,0,1,ja,1,,,afschrijvingen
amount,bedrag,amount,0,0,0,0,0,0,0,0,0,0,nee,1,,,bedrag
ampersand,ampersand,ampersand,0,0,0,0,0,0,0,0,0,0,nee,1,,,ampersand
amphetamines,amfetaminen,amphetamines,0,1,0,0,1,0,0,0,0,0,ja,1,,,amfetaminen
amphibian,amfibie,amphibian,0,0,0,0,0,0,0,0,0,0,nee,1,,,amfibie
amphibious,amfibisch,amphibious,0,0,0,0,0,0,0,0,0,0,nee,1,,,amfibisch
amphitheater,amfitheater,amphitheater,0,0,0,0,0,0,0,0,0,0,nee,1,,,amfitheater
amplification,versterking,amplification,0,0,0,0,0,0,0,0,0,0,nee,1,,,versterking
amplify,versterken,amplify,0,0,0,0,0,0,0,0,0,0,nee,1,,,versterken
amplitude,amplitude,amplitude,0,0,0,0,0,0,0,0,0,0,nee,1,,,amplitude
amply,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
amputation,amputatie,amputation,0,0,0,0,0,0,0,0,0,0,nee,1,,,amputatie
amulet,amulet,amulet,0,0,0,0,0,0,0,0,0,0,nee,1,,,amulet
amuse,amuseren,amuse,1,0,0,0,0,0,1,0,0,0,ja,1,,,amuseren
amused,geamuseerd,amused,1,0,0,0,0,0,1,0,0,0,ja,1,,,geamuseerd
amusement,amusement,amusement,1,0,0,0,0,0,1,0,0,0,ja,1,,,amusement
amusing,amusant,amusing,1,0,0,0,0,0,1,0,0,0,ja,1,,,amusant
ana,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
anaconda,anaconda,anaconda,0,1,0,0,1,1,0,0,0,0,ja,1,,,anaconda
anaesthesia,anesthesie,anaesthesia,0,0,0,0,0,0,0,0,0,0,nee,1,,,anesthesie
anaesthetic,verdovingsmiddel,anaesthetic,0,0,0,0,0,0,0,0,0,0,nee,1,,,verdovingsmiddel
anal,anaal,anal,0,1,0,0,0,0,0,0,0,0,ja,1,,,anaal
analgesic,pijnstillend,analgesic,0,0,0,0,0,0,0,0,0,0,nee,1,,,pijnstillend
analogous,analoog,analogous,0,0,0,0,0,0,0,0,0,0,nee,1,,,analoog
analogue,analoog,analogue,0,0,0,0,0,0,0,0,0,0,nee,1,,,analoog
analogy,analogie,analogy,0,0,0,0,0,0,0,0,0,0,nee,1,,,analogie
analysis,analyse,analysis,0,0,0,0,0,0,0,0,0,0,nee,1,,,analyse
analyst,analyst,analyst,1,0,0,1,0,0,0,0,0,1,ja,1,,,analyst
analytic,analytisch,analytic,0,0,0,0,0,0,0,0,0,0,nee,1,,,analytisch
analyze,analyseren,analyze,0,0,0,0,0,0,0,0,0,0,nee,1,,,analyseren
analyzer,analyzer,analyzer,0,0,0,0,0,0,0,0,0,0,nee,1,,,analyzer
anarchism,anarchisme,anarchism,0,1,1,0,0,1,0,0,0,0,ja,1,,,anarchisme
anarchist,anarchist,anarchist,0,1,1,0,0,1,0,0,0,0,ja,1,,,anarchist
anarchy,anarchie,anarchy,0,1,1,0,0,1,0,0,0,0,ja,1,,,anarchie
anastomosis,anastomose,anastomosis,0,0,0,0,0,0,0,0,0,0,nee,1,,,anastomose
anathema,anathema,anathema,0,1,1,0,1,1,0,1,0,0,ja,1,,,anathema
anatomic,anatomisch,anatomic,0,0,0,0,0,0,0,0,0,0,nee,1,,,anatomisch
anatomy,anatomie,anatomy,0,0,0,0,0,0,0,0,0,0,nee,1,,,anatomie
ancestor,Voorvader,ancestor,0,0,0,0,0,0,0,0,0,0,nee,1,,,Voorvader
ancestral,voorouderlijke,ancestral,0,0,0,0,0,0,0,0,0,1,ja,1,,,voorouderlijke
ancestry,voorgeslacht,ancestry,0,0,0,0,0,0,0,0,0,0,nee,1,,,voorgeslacht
anchor,anker,anchor,1,0,0,0,0,0,0,0,0,0,ja,1,,,anker
anchorage,ankerplaats,anchorage,1,0,0,0,0,0,0,1,0,0,ja,1,,,ankerplaats
ancient,oude,ancient,0,1,0,0,0,0,0,0,0,0,ja,1,,,oude
ancillary,ondergeschikt,ancillary,0,0,0,0,0,0,0,0,0,0,nee,1,,,ondergeschikt
androgen,androgeen,androgen,0,0,0,0,0,0,0,0,0,0,nee,1,,,androgeen
anemone,anemoon,anemone,0,0,0,0,0,0,0,0,0,0,nee,1,,,anemoon
anew,opnieuw,anew,0,0,0,0,0,0,0,0,0,0,nee,1,,,opnieuw
angel,engel,angel,1,0,0,1,0,0,1,0,1,1,ja,1,,,engel
angelic,engelachtig,angelic,1,0,0,0,0,0,1,0,0,1,ja,1,,,engelachtig
anger,boosheid,anger,0,1,1,0,0,0,0,0,0,0,ja,1,,,boosheid
angina,angina,angina,0,1,0,0,0,1,0,0,0,0,ja,1,,,angina
angiography,angiografie,angiography,0,0,0,0,0,0,0,0,0,0,nee,1,,,angiografie
angle,hoek,angle,0,0,0,0,0,0,0,0,0,0,nee,1,,,hoek
angling,hengelen,angling,0,1,0,1,0,0,0,0,0,0,ja,1,,,hengelen
angry,boos,angry,0,1,1,0,1,0,0,0,0,0,ja,1,,,boos
anguish,angst,anguish,0,1,1,0,0,1,0,1,0,0,ja,1,,,angst
angular,hoekig,angular,0,0,0,0,0,0,0,0,0,0,nee,1,,,hoekig
anhydrous,watervrij,anhydrous,0,0,0,0,0,0,0,0,0,0,nee,1,,,watervrij
animal,dier,animal,0,0,0,0,0,0,0,0,0,0,nee,1,,,dier
animate,bezielen,animate,1,0,0,0,0,0,0,0,0,0,ja,1,,,bezielen
animated,geanimeerde,animated,1,0,0,0,0,0,1,0,0,0,ja,1,,,geanimeerde
animation,animatie,animation,0,0,0,0,0,0,0,0,0,0,nee,1,,,animatie
animosity,vijandigheid,animosity,0,1,1,0,1,1,0,1,0,0,ja,1,,,vijandigheid
animus,animositeit,animus,0,1,1,0,0,0,0,0,0,0,ja,1,,,animositeit
ankle,enkel,ankle,0,0,0,0,0,0,0,0,0,0,nee,1,,,enkel
annals,annalen,annals,0,0,0,0,0,0,0,0,0,0,nee,1,,,annalen
annex,bijlage,annex,0,0,0,0,0,0,0,0,0,0,nee,1,,,bijlage
annexation,annexatie,annexation,0,0,0,0,0,0,0,0,0,0,nee,1,,,annexatie
annexe,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
annihilate,vernietigen,annihilate,0,1,1,0,0,1,0,0,0,0,ja,1,,,vernietigen
annihilated,vernietigd,annihilated,0,1,1,0,0,1,0,1,0,0,ja,1,,,vernietigd
annihilation,vernietiging,annihilation,0,1,1,0,0,1,0,1,0,0,ja,1,,,vernietiging
annotate,annoteren,annotate,0,0,0,0,0,0,0,0,0,0,nee,1,,,annoteren
annotation,aantekening,annotation,0,0,0,0,0,0,0,0,0,0,nee,1,,,aantekening
announce,aankondigen,announce,0,0,0,0,0,0,0,0,0,0,nee,1,,,aankondigen
announcement,Aankondiging,announcement,0,0,0,1,0,0,0,0,0,0,ja,1,,,aankondiging
annoy,ergeren,annoy,0,1,1,0,1,0,0,0,0,0,ja,1,,,ergeren
annoyance,ergernis,annoyance,0,1,1,0,1,0,0,0,0,0,ja,1,,,ergernis
annoying,vervelend,annoying,0,1,1,0,0,0,0,0,0,0,ja,1,,,vervelend
annuity,lijfrente,annuity,0,0,0,0,0,0,0,0,0,0,nee,1,,,lijfrente
annul,vernietigen,annul,0,1,0,0,0,0,0,0,0,0,ja,1,,,vernietigen
annular,ringvormig,annular,0,0,0,0,0,0,0,0,0,0,nee,1,,,ringvormig
annulment,vernietiging,annulment,0,1,0,0,0,0,0,1,0,0,ja,1,,,vernietiging
annulus,annulus,annulus,0,0,0,0,0,0,0,0,0,0,nee,1,,,annulus
anointing,zalving,anointing,0,0,0,0,0,0,0,0,0,0,nee,1,,,zalving
anomalous,abnormaal,anomalous,0,0,0,0,0,0,0,0,0,0,nee,1,,,abnormaal
anomaly,afwijking,anomaly,0,1,0,0,0,1,0,0,1,0,ja,1,,,afwijking
anon,aanstonds,anon,0,0,0,0,0,0,0,0,0,0,nee,1,,,aanstonds
anonymous,anoniem,anonymous,0,1,0,0,0,0,0,0,0,0,ja,1,,,anoniem
answer,antwoord,answer,0,0,0,0,0,0,0,0,0,0,nee,1,,,antwoord
answerable,aansprakelijk,answerable,0,0,0,0,0,0,0,0,0,1,ja,1,,,aansprakelijk
answering,antwoordapparaat,answering,0,0,0,0,0,0,0,0,0,0,nee,1,,,antwoordapparaat
ant,mier,ant,0,0,0,0,0,0,0,0,0,0,nee,1,,,mier
antagonism,antagonisme,antagonism,0,1,1,0,0,0,0,0,0,0,ja,1,,,antagonisme
antagonist,antagonist,antagonist,0,1,1,0,0,0,0,0,0,0,ja,1,,,antagonist
antagonistic,vijandig,antagonistic,0,1,1,0,1,0,0,0,0,0,ja,1,,,vijandig
ante,NO TRANSLATION,NO TRANSLATION,0,0,0,0,0,0,0,0,0,0,nee,2,ongelijk,,NO TRANSLATION
antecedent,antecedent,antecedent,0,0,0,0,0,0,0,0,0,0,nee,1,,,antecedent
antelope,antilope,antelope,0,0,0,0,0,0,0,0,0,0,nee,1,,,antilope
antenna,antenne,antenna,0,0,0,0,0,0,0,0,0,0,nee,1,,,antenne
anterior,voorste,anterior,0,0,0,0,0,0,0,0,0,0,nee,1,,,voorste
anthem,hymne,anthem,0,0,0,0,0,0,0,0,0,0,nee,1,,,hymne
anthology,bloemlezing,anthology,0,0,0,0,0,0,0,0,0,0,nee,1,,,bloemlezing
anthrax,miltvuur,anthrax,0,1,0,0,1,1,0,1,0,0,ja,1,,,miltvuur
anthropology,antropologie,anthropology,0,0,0,0,0,0,0,0,0,0,nee,1,,,antropologie
antibiotic,antibioticum,antibiotic,0,0,0,0,0,0,0,0,0,0,nee,1,,,antibioticum
antibiotics,antibiotica,antibiotics,1,0,0,0,0,0,0,0,0,0,ja,1,,,antibiotica
antichrist,antichrist,antichrist,0,1,1,0,1,1,0,0,0,0,ja,1,,,antichrist
anticipation,verwachting,anticipation,0,0,0,1,0,0,0,0,0,0,ja,1,,,verwachting
anticipatory,vooruitlopend,anticipatory,0,0,0,1,0,0,0,0,0,0,ja,1,,,vooruitlopend
antidote,tegengif,antidote,1,0,0,1,0,0,0,0,0,1,ja,1,,,tegengif
antifungal,antifungale,antifungal,1,0,0,0,0,0,0,0,0,1,ja,1,,,antifungale
antimony,antimonium,antimony,0,0,0,0,0,0,0,0,0,0,nee,1,,,antimonium
antipathy,antipathie,antipathy,0,1,1,0,1,0,0,0,0,0,ja,1,,,antipathie
antiquarian,antiquair,antiquarian,0,0,0,0,0,0,0,0,0,0,nee,1,,,antiquair
antiquated,verouderd,antiquated,0,1,0,0,0,0,0,0,0,0,ja,1,,,verouderd
antique,antiek,antique,1,0,0,0,0,0,0,0,0,0,ja,1,,,antiek
antiquity,oudheid,antiquity,0,0,0,0,0,0,0,0,0,0,nee,1,,,oudheid
antiseptic,antiseptisch,antiseptic,1,0,0,0,0,0,0,0,0,1,ja,1,,,antiseptisch
antisocial,antisociaal,antisocial,0,1,1,0,1,1,0,1,0,0,ja,1,,,antisociaal
antithesis,tegenstelling,antithesis,0,1,1,0,0,0,0,0,0,0,ja,1,,,tegenstelling
antithetical,tegengesteld,antithetical,0,0,0,0,0,0,0,0,0,0,nee,1,,,tegengesteld
antiviral,antivirale,antiviral,0,0,0,0,0,0,0,0,0,0,nee,1,,,antivirale
antler,gewei,antler,0,0,0,0,0,0,0,0,0,0,nee,1,,,gewei
anvil,aambeeld,anvil,0,0,0,0,0,0,0,0,0,0,nee,1,,,aambeeld
anxiety,angst,anxiety,0,1,1,1,0,1,0,1,0,0,ja,1,,,angst
anxious,angstig,anxious,0,1,0,1,0,1,0,0,0,0,ja,1,,,angstig
aorta,aorta,aorta,0,0,0,0,0,0,0,0,0,0,nee,1,,,aorta
apace,snel,apace,0,0,0,0,0,0,0,0,0,0,nee,1,,,snel
apache,apache,apache,0,1,0,0,0,1,0,0,0,0,ja,1,,,apache
apartment,appartement,apartment,0,0,0,0,0,0,0,0,0,0,nee,1,,,appartement
